PA_Record_Type|PA_Payment_Record_Number|PA_Brand_Code|PA_Agency_Name|PA_Agency_Address_1|PA_Agency_Address_2|PA_Agency_Address_3|PA_Agency_City|PA_Agency_State_Province_Code|PA_Agency_Country_Code|PA_Agency_Postal_Code|PA_Agency_Phone_Number|PA_Agency_Payment_Currency
PA|190916001076|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001077|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001078|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001079|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001080|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001081|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001082|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001083|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001084|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001085|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001086|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001087|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001088|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001089|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001090|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001091|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001092|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001093|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001094|RF|SELECT HOTEL MANAGEMENT INC.|4045 STONE SCHOOL RD|C/O UNIVERSITY OF MICHIGAN HOSPI||ANN ARBOR|MI|US|48108-9723|1-734-663-1900|USD
PA|190916001095|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001096|RF|Adventure Cycling Association|150 East Pine Street|||Missoula|MT|USA|59807||USD
PA|190916001097|RF|TRAVEL SOLUTIONS INC|STE 100|7775 WALTON PKWY||NEW ALBANY|OH|US|43054|1-614-901-4100|USD
PA|190916001098|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916001099|RF|HOGG ROBINSON USA LLC|SUITE 300|16 EAST 34TH STREET||NEW YORK|NY|US|10016|1-212-404-8800|USD
PA|190916001100|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916001101|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001102|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001103|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001104|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001105|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001106|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001107|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001108|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001109|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001110|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001111|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001112|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001113|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001114|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001115|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001116|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001117|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001118|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001119|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001120|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001121|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001122|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001123|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001124|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001125|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001126|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001127|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001128|RF|OMEGA WORLD TRAVEL INC|SUITE 200|325 WHITE ST||JACKSONVILLE|NC|US|28546|1-910-455-9898|USD
PA|190916001129|RF|EGENCIA LLC|SUITE 300|2970 CLAIRMONT RD||ATLANTA|GA|US|30329|1-425-679-3027|USD
PA|190916001130|RF|EGENCIA LLC|SUITE 300|2970 CLAIRMONT RD||ATLANTA|GA|US|30329|1-425-679-3027|USD
PA|190916001131|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916001132|RF|GBT US LLC|MC13-01-76 STE 55/B228|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-841-8048|USD
PA|190916001133|RF|GBT US LLC|MC13-01-76 STE 55/B228|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-841-8048|USD
PA|190916001134|RF|GBT US LLC|MC13-01-76 STE 55/B228|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-841-8048|USD
PA|190916001135|RF|GBT US LLC|MC13-01-76 STE 55/B228|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-841-8048|USD
PA|190916001136|RF|CALIFORNIA STATE AUTO ASSOC|5251 BUSINESS CENTER DR|||FAIRFIELD|CA|US|94534|1-602-588-5125|USD
PA|190916001137|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001138|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001139|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001140|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001141|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001142|RF|AAA WESTERN AND CENTRAL NEW YORK|3160 W RIDGE ROAD|||BUFFALO|NY|US|146263220|1-585-227-9600|USD
PA|190916001143|RF|FROSCH/GANT TRAVEL MANAGEMENT|605 S Front St|||COLUMBUS|OH|USA|43215||USD
PA|190916001144|RF|ALEXANDER TRAVEL LTD|METRO CENTRE|4700 N UNIVERSITY||PEORIA|IL|US|616145849|1-573-329-4141|USD
PA|190916001145|RF|TSI USA|SUITE 900|8111 LBJ FRWY||DALLAS|TX|US|75251|1-214-915-9000|USD
PA|190916001146|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001147|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001148|RF|HOTEL JV SERVICES LLC|SUITE 1450|3811 TURTLE CREEK||DALLAS|TX|US|75219|1-855-219-7666|USD
PA|190916001149|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001150|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001151|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001152|RF|R & B REALTY GROUP|9630 N 25TH AVE|FL 3||PHOENIX|AZ|US|85021-2700|1-888-625-2839|USD
PA|190916001153|RF|HOTEL JV SERVICES LLC|SUITE 1450|3811 TURTLE CREEK||DALLAS|TX|US|75219|1-855-219-7666|USD
PA|190916001154|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001155|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001156|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001157|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001158|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001159|RF|TRAVEL & TRANSPORT INC|SUITE 700|2120 S 72ND ST||OMAHA|NE|US|681246310|1-920-592-2000|USD
PA|190916001160|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001161|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001162|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001163|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001164|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001165|RF|AMERICAN TRAVEL SOLUTIONS INC|204|26707 WEST AGOURA RD||CALABASAS|CA|US|91302|1-818-436-3900|USD
PA|190916001166|RF|AMERICAN TRAVEL SOLUTIONS INC|204|26707 WEST AGOURA RD||CALABASAS|CA|US|91302|1-818-436-3900|USD
PA|190916001167|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001168|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916001169|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916001170|RF|VIAJES EL CORTE INGLES INC|SUITE 1200|175 SOUTH WEST 7TH ST||MIAMI|FL|US|33130|1-305-858-0801|USD
PA|190916001171|RF|VIAJES EL CORTE INGLES INC|SUITE 1200|175 SOUTH WEST 7TH ST||MIAMI|FL|US|33130|1-305-858-0801|USD
PA|190916001172|RF|VIAJES EL CORTE INGLES INC|SUITE 1200|175 SOUTH WEST 7TH ST||MIAMI|FL|US|33130|1-305-858-0801|USD
PA|190916001173|RF|ALE SOLUTIONS INC|1 WEST ILLINOIS ST|Suite # 300||ST CHARLES|IL|US|60174|1-630-513-6434|USD
PA|190916001174|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001175|RF|THE INTERNATIONAL CAT ASSOCIATION (TICA)|Attn: Ms. Leslie Bowers|306 E. Jackson||Harlingen|TX|USA|78550||USD
PA|190916001176|RF|LOYALTY TRAVEL AGENCY LLC|SUITE 230|9300 WEST OVERLAND ROAD||BOISE|ID|US|83709|1-208-429-2300|USD
PA|190916001177|RF|HOTEL RESERVATION SERVICEROBERT RAGGE GMBH|BLAUBACH 32|||COLOGNE|DE|DE|50676|49-221-2077500|USD
PA|190916001178|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001179|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001180|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001181|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001182|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001183|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001184|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001185|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001186|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001187|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001188|RF|EGENCIA LLC|SUITE 300|2970 CLAIRMONT RD||ATLANTA|GA|US|30329|1-425-679-3027|USD
PA|190916001189|RF|CAROLINA MOTOR CLUB INC|6600 AAA DR|||CHARLOTTE|NC|US|28212|1-704-569-3600|USD
PA|190916001190|RF|CAROLINA MOTOR CLUB INC|6600 AAA DR|||CHARLOTTE|NC|US|28212|1-704-569-3600|USD
PA|190916001191|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001192|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001193|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001194|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001195|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001196|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001197|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001198|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001199|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001200|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001201|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001202|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001203|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001204|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001205|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001206|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001207|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001208|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001209|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001210|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001211|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001212|RF|BCD TRAVEL USA LLC|STE 425|630 DUNDEE RD||NORTHBROOK|IL|US|600622752|1-866-849-6588|USD
PA|190916001213|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001214|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001215|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001216|RF|YUSEN TRAVEL(U S A) INC|SUITE 305|6 EAST 39TH STREET||NEW YORK|NY|US|10016|1-646-366-1557|USD
PA|190916001217|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001218|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001219|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001220|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001221|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001222|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001223|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001224|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001225|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001226|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001227|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001228|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001229|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001230|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001231|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001232|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001233|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001234|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001235|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001236|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001237|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001238|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001239|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001240|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001241|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001242|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001243|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001244|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001245|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001246|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001247|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001248|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001249|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001250|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001251|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001252|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001253|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001254|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001255|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
PA|190916001256|RF|HELMSBRISCOE PERFORMANCE GROUPINC.|20875 N 90TH PL|||SCOTTSDALE|AZ|US|85255-9200|1-480-718-1111|USD
